rank,eng,deu,fra,ita,nld,por,spa
8270,commodity,Ware,marchandise,merce,handelswaar,mercadoria,mercancía
8273,kilometers,Kilometer,kilomètre,chilometro,kilometer,quilómetro,kilómetro
8275,bind,binden,lier,legare,binden,atar,atar
8279,urgent,dringend,urgent,urgente,dringend,urgente,urgente
8281,infants,Säugling,nourrisson,neonato,zuigeling,bebé,bebé
8282,gothic,gotisch,gothique,gotico,gotisch,gótico,gótico
8283,cylinder,Zylinder,cylindre,cilindro,cilinder,cilindro,cilindro
8284,witch,Hexe,sorcière,strega,heks,bruxa,bruja
8288,congratulations,Glückwunsch,félicitation,congratulazione,felicitatie,parabéns,felicitación
8295,acre,Acre,acre,acro,acre,acre,acre
8297,surround,umgeben,entourer,circondare,omringen,rodear,rodear
8298,cigarettes,Zigarette,cigarette,sigaretta,sigaret,cigarro,cigarrillo
8299,revenge,Rache,vengeance,vendetta,wraak,vingança,venganza
8301,enemies,Feind,ennemi,nemico,vijand,inimigo,enemigo
8304,aqua,Türkis,turquoise,turchese,turquoois,turquesa,turquesa
8311,conventions,Tagung,congrès,convegno,congres,convenção,convención
8313,patrol,Patrouille,patrouille,pattuglia,patrouille,patrulha,patrulla
8314,smell,riechen,sentir,odorare,ruiken,cheirar,oler
8315,pest,Schädling,nuisible,parassita,plaag,praga,plaga
8321,carnival,Karneval,carnaval,carnevale,carnaval,carnaval,carnaval
8323,sticker,Aufkleber,autocollant,adesivo,sticker,autocolante,pegatina
8328,divide,teilen,diviser,dividere,delen,dividir,dividir
8332,consecutive,aufeinanderfolgend,consécutif,consecutivo,opeenvolgend,consecutivo,consecutivo
8334,satin,Satin,satin,raso,satijn,cetim,satén
8336,deserve,verdienen,mériter,meritare,verdienen,merecer,merecer
8345,garbage,Müll,ordure,spazzatura,afval,lixo,basura
8352,phrases,Satz,phrase,frase,zin,frase,frase
8354,peninsula,Halbinsel,péninsule,penisola,schiereiland,península,península
8356,boring,langweilig,ennuyeux,noioso,saai,chato,aburrido
8361,speeches,Rede,discours,discorso,toespraak,discurso,discurso
8363,schema,Schema,schéma,schema,schema,esquema,esquema
8365,sofa,Sofa,canapé,divano,bank,sofá,sofá
8366,catalogs,Katalog,catalogue,catalogo,catalogus,catálogo,catálogo
8367,ministries,Ministerium,ministère,ministero,ministerie,ministério,ministerio
8368,vacancies,Stelle,poste,posto,vacature,vaga,vacante
8369,quizzes,Quiz,quiz,quiz,quiz,quiz,quiz
8370,parliamentary,parlamentarisch,parlementaire,parlamentare,parlementair,parlamentar,parlamentario
8372,prefix,Präfix,préfixe,prefisso,voorvoegsel,prefixo,prefijo
8375,barrel,Fass,tonneau,barile,vat,barril,barril
8377,nerve,Nerv,nerf,nervo,zenuw,nervo,nervio
8379,planets,Planet,planète,pianeta,planeet,planeta,planeta
8380,deficit,Defizit,déficit,deficit,tekort,défice,déficit
8381,boulder,Felsbrocken,rocher,masso,kei,pedregulho,peñasco
8383,renew,erneuern,renouveler,rinnovare,vernieuwen,renovar,renovar
8389,circuits,Schaltkreis,circuit,circuito,circuit,circuito,circuito
8391,texture,Textur,texture,texture,textuur,textura,textura
8392,handbags,Handtasche,sac à main,borsetta,handtas,mala de mão,bolso
8393,jar,Glas,bocal,barattolo,pot,frasco,frasco
8397,acknowledge,anerkennen,reconnaître,riconoscere,erkennen,reconhecer,reconocer
8401,thunder,Donner,tonnerre,tuono,donder,trovão,trueno
8402,tent,Zelt,tente,tenda,tent,tenda,tienda
8403,caution,Vorsicht,prudence,cautela,voorzichtigheid,cautela,cautela
8405,questionnaire,Fragebogen,questionnaire,questionario,vragenlijst,questionário,cuestionario
8406,qualification,Qualifikation,qualification,qualifica,kwalificatie,qualificação,calificación
8410,miniature,Miniatur,miniature,miniatura,miniatuur,miniatura,miniatura
8413,dare,wagen,oser,osare,durven,ousar,atreverse
8415,interstate,zwischenstaatlich,interétatique,interstatale,interstatelijk,interestadual,interestatal
8416,pirates,Pirat,pirate,pirata,piraat,pirata,pirata
8418,hawk,Falke,faucon,falco,havik,falcão,halcón
8419,consequence,Konsequenz,conséquence,conseguenza,gevolg,consequência,consecuencia
8420,rebel,Rebell,rebelle,ribelle,rebel,rebelde,rebelde
8421,systematic,systematisch,systématique,sistematico,systematisch,sistemático,sistemático
8423,origins,Ursprung,origine,origine,oorsprong,origem,origen
8425,makeup,Make-up,maquillage,trucco,make-up,maquilhagem,maquillaje
8426,textile,Textil,textile,tessile,textiel,têxtil,textil
8431,presenting,vorstellen,présenter,presentare,presenteren,apresentar,presentar
8433,troubleshooting,Fehlerbehebung,dépannage,risoluzione dei problemi,probleemoplossing,resolução de problemas,solución de problemas
8439,centuries,Jahrhundert,siècle,secolo,eeuw,século,siglo
8441,magnitude,Größenordnung,ampleur,magnitudine,omvang,magnitude,magnitud
8446,fragrances,Duft,parfum,fragranza,geur,fragrância,fragancia
8447,vocabulary,Wortschatz,vocabulaire,vocabolario,woordenschat,vocabulário,vocabulario
8449,earthquake,Erdbeben,tremblement de terre,terremoto,aardbeving,terramoto,terremoto
8451,fundraising,Spendensammlung,collecte de fonds,raccolta fondi,fondsenwerving,angariação de fundos,recaudación de fondos
8453,markers,Markierung,marqueur,marcatore,markering,marcador,marcador
8454,weights,Gewicht,poids,peso,gewicht,peso,peso
8456,geological,geologisch,géologique,geologico,geologisch,geológico,geológico
8458,lasting,dauerhaft,durable,duraturo,duurzaam,duradouro,duradero
8459,wicked,böse,méchant,malvagio,slecht,malvado,malvado
8461,introduces,vorstellen,présenter,presentare,introduceren,apresentar,presentar
8463,roommate,Mitbewohner,colocataire,coinquilino,huisgenoot,colega de quarto,compañero de cuarto
8472,junk,Müll,bric-à-brac,cianfrusaglie,rommel,tralha,trastos
8474,wax,Wachs,cire,cera,was,cera,cera
8478,impressed,beeindruckt,impressionné,impressionato,onder de indruk,impressionado,impresionado
8479,slope,Hang,pente,pendio,helling,encosta,pendiente
8480,reggae,Reggae,reggae,reggae,reggae,reggae,reggae
8481,failures,Versagen,échec,fallimento,mislukking,fracasso,fracaso
8482,poet,Dichter,poète,poeta,dichter,poeta,poeta
8483,conspiracy,Verschwörung,complot,cospirazione,samenzwering,conspiração,conspiración
8484,surname,Nachname,nom de famille,cognome,achternaam,apelido,apellido
8485,theology,Theologie,théologie,teologia,theologie,teologia,teología
8486,nails,Nagel,ongle,unghia,nagel,unha,uña
8487,evident,offensichtlich,évident,evidente,duidelijk,evidente,evidente
8490,rehab,Reha,rééducation,riabilitazione,revalidatie,reabilitação,rehabilitación
8491,epic,episch,épique,epico,episch,épico,épico
8493,organizer,Organisator,organisateur,organizzatore,organisator,organizador,organizador
8494,nut,Nuss,noix,noce,noot,noz,nuez
8495,allergy,Allergie,allergie,allergia,allergie,alergia,alergia
8497,twisted,verdreht,tordu,contorto,gedraaid,torcido,torcido
8500,merit,Verdienst,mérite,merito,verdienste,mérito,mérito
8501,enzyme,Enzym,enzyme,enzima,enzym,enzima,enzima
8502,cumulative,kumulativ,cumulatif,cumulativo,cumulatief,cumulativo,acumulativo
8510,amplifier,Verstärker,amplificateur,amplificatore,versterker,amplificador,amplificador
8512,arbitrary,willkürlich,arbitraire,arbitrario,willekeurig,arbitrário,arbitrario
8513,prominent,prominent,proéminent,prominente,prominent,proeminente,prominente
8514,retrieve,abrufen,récupérer,recuperare,ophalen,recuperar,recuperar
8519,titanium,Titan,titane,titanio,titanium,titânio,titanio
8521,fairy,Fee,fée,fata,fee,fada,hada
8524,shaft,Welle,arbre,albero,as,eixo,eje
8529,occasional,gelegentlich,occasionnel,occasionale,incidenteel,ocasional,ocasional
8536,kitty,Kätzchen,chaton,gattino,katje,gatinho,gatito
8539,drain,Abfluss,drain,scarico,afvoer,ralo,desagüe
8543,blessed,gesegnet,béni,benedetto,gezegend,abençoado,bendito
8550,panic,Panik,panique,panico,paniek,pânico,pánico
8556,citizenship,Staatsbürgerschaft,citoyenneté,cittadinanza,burgerschap,cidadania,ciudadanía
8557,excuse,Ausrede,excuse,scusa,excuus,desculpa,excusa
8559,basement,Keller,sous-sol,seminterrato,kelder,cave,sótano
8560,onion,Zwiebel,oignon,cipolla,ui,cebola,cebolla
8563,sandwich,Sandwich,sandwich,panino,boterham,sanduíche,sándwich
8565,lawsuit,Klage,procès,causa,rechtszaak,processo,demanda
8567,informative,informativ,informatif,informativo,informatief,informativo,informativo
8568,girlfriend,Freundin,copine,fidanzata,vriendin,namorada,novia
8570,cheque,Scheck,chèque,assegno,cheque,cheque,cheque
8571,hierarchy,Hierarchie,hiérarchie,gerarchia,hiërarchie,hierarquia,jerarquía
8574,reject,ablehnen,rejeter,rifiutare,afwijzen,rejeitar,rechazar
8576,abandoned,verlassen,abandonné,abbandonato,verlaten,abandonado,abandonado
8579,italic,kursiv,italique,corsivo,cursief,itálico,cursivo
8581,merry,fröhlich,joyeux,allegro,vrolijk,alegre,alegre
8586,cult,Kult,culte,culto,cultus,culto,culto
8588,passive,passiv,passif,passivo,passief,passivo,pasivo
8591,cage,Käfig,cage,gabbia,kooi,gaiola,jaula
8592,checklist,Checkliste,liste de contrôle,lista di controllo,checklist,lista de verificação,lista de verificación
8595,courage,Mut,courage,coraggio,moed,coragem,coraje
8602,extraction,Extraktion,extraction,estrazione,extractie,extração,extracción
8604,elevation,Höhe,élévation,elevazione,hoogte,elevação,elevación
8609,utilization,Nutzung,utilisation,utilizzo,gebruik,utilização,utilización
8611,calibration,Kalibrierung,calibration,calibrazione,kalibratie,calibração,calibración
8617,textbook,Lehrbuch,manuel,libro di testo,leerboek,manual,libro de texto
8618,dried,getrocknet,séché,essiccato,gedroogd,seco,seco
8619,entertaining,unterhaltsam,divertissant,divertente,vermakelijk,divertido,entretenido
8620,prerequisite,Voraussetzung,prérequis,prerequisito,vereiste,pré-requisito,requisito
8622,frontier,Grenze,frontière,frontiera,grens,fronteira,frontera
8623,settle,niederlassen,installer,sistemarsi,vestigen,instalar,asentarse
8627,hypothesis,Hypothese,hypothèse,ipotesi,hypothese,hipótese,hipótesis
8630,flux,Fluss,flux,flusso,flux,fluxo,flujo
8633,peaceful,friedlich,paisible,pacifico,vredig,pacífico,pacífico
8637,doctrine,Doktrin,doctrine,dottrina,leerstelling,doutrina,doctrina
8638,scenic,malerisch,pittoresque,panoramico,schilderachtig,panorâmico,panorámico
8642,renewable,erneuerbar,renouvelable,rinnovabile,hernieuwbaar,renovável,renovable
8643,intersection,Kreuzung,intersection,intersezione,kruispunt,interseção,intersección
8645,sewing,Nähen,couture,cucito,naaien,costura,costura
8646,consistency,Beständigkeit,cohérence,coerenza,consistentie,consistência,consistencia
8648,conclude,schließen,conclure,concludere,concluderen,concluir,concluir
8654,propose,vorschlagen,proposer,proporre,voorstellen,propor,proponer
8657,lighter,Feuerzeug,briquet,accendino,aansteker,isqueiro,encendedor
8658,rage,Wut,rage,rabbia,woede,raiva,rabia
8662,astrology,Astrologie,astrologie,astrologia,astrologie,astrologia,astrología
8664,pavilion,Pavillon,pavillon,padiglione,paviljoen,pavilhão,pabellón
8665,tactics,Taktik,tactique,tattica,tactiek,tática,táctica
8669,travelling,reisen,voyager,viaggiare,reizen,viajar,viajar
8670,talented,talentiert,talentueux,talentuoso,getalenteerd,talentoso,talentoso
8672,pillow,Kissen,oreiller,cuscino,kussen,almofada,almohada
8683,steal,stehlen,voler,rubare,stelen,roubar,robar
8684,parcel,Paket,colis,pacco,pakket,encomenda,paquete
8685,refined,raffiniert,raffiné,raffinato,verfijnd,refinado,refinado
8689,widespread,weitverbreitet,répandu,diffuso,wijdverbreid,generalizado,generalizado
8692,predict,vorhersagen,prédire,prevedere,voorspellen,prever,predecir
8693,boutique,Boutique,boutique,boutique,boetiek,boutique,boutique
8694,acrylic,Acryl,acrylique,acrilico,acryl,acrílico,acrílico
8705,flavor,Geschmack,saveur,sapore,smaak,sabor,sabor
8709,horrible,schrecklich,horrible,orribile,verschrikkelijk,horrível,horrible
8710,hungry,hungrig,affamé,affamato,hongerig,faminto,hambriento
8711,metallic,metallisch,métallique,metallico,metalen,metálico,metálico
8712,acne,Akne,acné,acne,acne,acne,acné
8714,interference,Störung,interférence,interferenza,storing,interferência,interferencia
8721,atmospheric,atmosphärisch,atmosphérique,atmosferico,atmosferisch,atmosférico,atmosférico
8728,halo,Heiligenschein,auréole,aureola,aureool,auréola,aureola
8731,parental,elterlich,parental,parentale,ouderlijk,parental,parental
8735,publicity,Werbung,publicité,pubblicità,publiciteit,publicidade,publicidad
8736,marathon,Marathon,marathon,maratona,marathon,maratona,maratón
8737,ant,Ameise,fourmi,formica,mier,formiga,hormiga
8738,proposition,Vorschlag,proposition,proposta,voorstel,proposta,propuesta
8741,gasoline,Benzin,essence,benzina,benzine,gasolina,gasolina
8744,scout,Pfadfinder,scout,scout,verkenner,escuteiro,explorador
8753,catalyst,Katalysator,catalyseur,catalizzatore,katalysator,catalisador,catalizador
8754,trader,Händler,commerçant,commerciante,handelaar,comerciante,comerciante
8760,designation,Bezeichnung,désignation,designazione,benaming,designação,designación
8764,gem,Edelstein,gemme,gemma,edelsteen,gema,gema
8765,duplicate,Duplikat,duplicata,duplicato,duplicaat,duplicado,duplicado
8767,criterion,Kriterium,critère,criterio,criterium,critério,criterio
8768,badge,Abzeichen,insigne,distintivo,insigne,distintivo,insignia
8769,wrist,Handgelenk,poignet,polso,pols,pulso,muñeca
8770,civilization,Zivilisation,civilisation,civiltà,beschaving,civilização,civilización
8774,tremendous,enorm,énorme,enorme,enorm,enorme,enorme
8775,ballot,Stimmzettel,bulletin,scheda,stembiljet,boletim,papeleta
8779,validity,Gültigkeit,validité,validità,geldigheid,validade,validez
8780,trustee,Treuhänder,fiduciaire,fiduciario,beheerder,fiduciário,fideicomisario
8787,realm,Reich,royaume,regno,rijk,reino,reino
8791,helmet,Helm,casque,casco,helm,capacete,casco
8794,elephant,Elefant,éléphant,elefante,olifant,elefante,elefante
8797,tsunami,Tsunami,tsunami,tsunami,tsunami,tsunami,tsunami
8798,scholar,Gelehrter,érudit,studioso,geleerde,erudito,erudito
8799,nickel,Nickel,nickel,nichel,nikkel,níquel,níquel
8805,geology,Geologie,géologie,geologia,geologie,geologia,geología
8809,coating,Beschichtung,revêtement,rivestimento,coating,revestimento,revestimiento
8811,wallet,Brieftasche,portefeuille,portafoglio,portemonnee,carteira,cartera
8815,accomplish,erreichen,accomplir,realizzare,bereiken,realizar,lograr
8817,drainage,Entwässerung,drainage,drenaggio,drainage,drenagem,drenaje
8821,vegetarian,Vegetarier,végétarien,vegetariano,vegetariër,vegetariano,vegetariano
8823,yeast,Hefe,levure,lievito,gist,levedura,levadura
8832,ambassador,Botschafter,ambassadeur,ambasciatore,ambassadeur,embaixador,embajador
8834,intend,beabsichtigen,compter,intendere,bedoelen,tencionar,pretender
8837,vegetation,Vegetation,végétation,vegetazione,vegetatie,vegetação,vegetación
8848,bite,beißen,mordre,mordere,bijten,morder,morder
8849,aquatic,aquatisch,aquatique,acquatico,aquatisch,aquático,acuático
8854,myth,Mythos,mythe,mito,mythe,mito,mito
8855,infectious,ansteckend,infectieux,infettivo,besmettelijk,infeccioso,infeccioso
8862,continuity,Kontinuität,continuité,continuità,continuïteit,continuidade,continuidad
8866,phenomenon,Phänomen,phénomène,fenomeno,fenomeen,fenómeno,fenómeno
8867,ensemble,Ensemble,ensemble,ensemble,ensemble,conjunto,conjunto
8868,insulin,Insulin,insuline,insulina,insuline,insulina,insulina
8870,biblical,biblisch,biblique,biblico,Bijbels,bíblico,bíblico
8872,conscious,bewusst,conscient,consapevole,bewust,consciente,consciente
8873,accent,Akzent,accent,accento,accent,sotaque,acento
8878,utilize,nutzen,utiliser,utilizzare,gebruiken,utilizar,utilizar
8879,mileage,Kilometerstand,kilométrage,chilometraggio,kilometerstand,quilometragem,kilometraje
8881,prostate,Prostata,prostate,prostata,prostaat,próstata,próstata
8882,adaptor,Adapter,adaptateur,adattatore,adapter,adaptador,adaptador
8884,unlock,entsperren,déverrouiller,sbloccare,ontgrendelen,desbloquear,desbloquear
8886,pledge,Versprechen,promesse,promessa,belofte,promessa,promesa
8887,vampire,Vampir,vampire,vampiro,vampier,vampiro,vampiro
8890,nitrogen,Stickstoff,azote,azoto,stikstof,azoto,nitrógeno
8893,merger,Fusion,fusion,fusione,fusie,fusão,fusión
8894,softball,Softball,softball,softball,softbal,softbol,sófbol
8897,dock,Dock,quai,molo,kade,doca,muelle
8902,framing,Rahmung,encadrement,inquadratura,omkadering,enquadramento,encuadre
8904,musician,Musiker,musicien,musicista,muzikant,músico,músico
8911,dispatch,Versand,expédition,spedizione,verzending,expedição,envío
8915,hint,Hinweis,indice,indizio,tip,dica,pista
8916,armor,Rüstung,armure,armatura,harnas,armadura,armadura
8919,remark,Bemerkung,remarque,osservazione,opmerking,observação,observación
8923,reasoning,Argumentation,raisonnement,ragionamento,redenering,raciocínio,razonamiento
8928,charitable,wohltätig,charitable,caritatevole,liefdadig,caritativo,caritativo
8938,researcher,Forscher,chercheur,ricercatore,onderzoeker,investigador,investigador
8942,acknowledged,anerkannt,reconnu,riconosciuto,erkend,reconhecido,reconocido
8945,pockets,Tasche,poche,tasca,zak,bolso,bolsillo
8946,granny,Oma,mamie,nonna,oma,avó,abuela
8947,pork,Schweinefleisch,porc,maiale,varkensvlees,porco,cerdo
8949,equilibrium,Gleichgewicht,équilibre,equilibrio,evenwicht,equilíbrio,equilibrio
8950,viral,viral,viral,virale,viraal,viral,viral
8951,inquire,erkundigen,enquérir,informarsi,informeren,inquirir,indagar
8952,pipes,Rohr,tuyau,tubo,buis,cano,tubería
8956,cottages,Häuschen,cottage,cottage,huisje,casinha,cabaña
8958,merge,fusionieren,fusionner,fondere,samenvoegen,fundir,fusionar
8959,privilege,Privileg,privilège,privilegio,privilege,privilégio,privilegio
8963,chassis,Fahrgestell,châssis,telaio,chassis,chassis,chasis
8966,barn,Scheune,grange,fienile,schuur,celeiro,granero
